logFC	ID	logFC	AveExpr	t	P.Value	adj.P.Val	B	gene.symbols6
-2.081513895	1456956_at	-2.081513895	6.070345558	-2.254922974	0.036628272	0.747988675	-3.69582225	Ikzf2
-2.080233761	1421326_at	-2.080233761	7.661680979	-2.221610101	0.03916722	0.770856963	-3.751206849	Csf2rb
-2.078597294	1426972_at	-2.078597294	6.23280994	-1.928953505	0.069414435	0.887777015	-4.217469611	Sec24d
-2.073809441	1420703_at	-2.073809441	7.678338163	-1.722499947	0.101858702	0.97695536	-4.521289383	Csf2ra
-2.060713487	1435176_a_at	-2.060713487	10.52916999	-3.519053536	0.002405237	0.316009678	-1.380527001	Id2
-2.058892481	1450718_at	-2.058892481	4.976219055	-1.699004161	0.106277129	0.98222327	-4.554383699	Sh2b2
-2.052201565	1419202_at	-2.052201565	8.541678762	-2.718801519	0.013947233	0.565880699	-2.885588206	Cst7
-2.050079572	1426510_at	-2.050079572	3.917938157	-2.583835779	0.018574085	0.621472863	-3.12798467	Sccpdh
-2.044787886	1456735_x_at	-2.044787886	10.38439258	-1.723753343	0.101627512	0.97695536	-4.51951506	Acpl2
-2.038768349	1425546_a_at	-2.038768349	8.857505445	-3.210459905	0.004778835	0.389890633	-1.970635051	Trf
-2.036604204	1423909_at	-2.036604204	8.100265526	-2.872950179	0.010009799	0.523282444	-2.60343377	Tmem176a
-2.033035994	1437494_at	-2.033035994	7.425223482	-3.277238992	0.004121772	0.370413653	-1.843621624	Mapkapk3
-2.031333888	1423413_at	-2.031333888	5.924689766	-2.520974214	0.021195206	0.632988917	-3.239188684	Ndrg1
-2.026082177	1423488_at	-2.026082177	7.467925824	-2.467431675	0.02369909	0.653015493	-3.332978369	Mmd
-2.025598478	1436970_a_at	-2.025598478	8.240628278	-2.517835124	0.021334845	0.633939081	-3.244711496	Pdgfrb
-2.024124688	1436616_at	-2.024124688	7.245632524	-2.179340034	0.042621603	0.787266507	-3.820849172	Inpp4a
-2.023206883	1441115_at	-2.023206883	4.776423124	-2.239269547	0.037801796	0.75866385	-3.721900925	D18Ertd232e
-2.021516337	1422473_at	-2.021516337	5.43832014	-2.844464478	0.010646076	0.53388081	-2.655956118	Pde4b
-2.020756638	1456980_at	-2.020756638	7.537033756	-3.588298844	0.002060109	0.296236823	-1.24728383	Rab44
-2.016445296	1455843_at	-2.016445296	5.75548186	-2.288227206	0.03424251	0.733656369	-3.64002517	Fut4
